# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 3324
# 	max connectivity: 4
# FeatureBox
# FeatureBondset<FastBondset>
# FeatureAttributes<int>
# FeatureLatticePowerOfTwo<unsigned char>
# FeatureExcludedVolumeSc<FeatureLatticePowerOfTwo<unsigned char> >
# FeatureNNInteractionSc<FeatureLatticePowerOfTwo>
# FeatureBoltzmann
# 
# not registered features: 
# 
# #!version
# endoffile
# 
# Distribution of cluster sizes of molecules for copolymersn: number of molecules in cluster, H: frequency / Häufigkeit 
# (XX): XX= key of respective molecule
# n	H(t_277)
# 1	1454
# 2	15649
# 4	2
#  t_277: num molecules n = 2730. Header: frame, number of molecules in cluster 1...n
#  frame	1	2	3	4	5	6	7	8	9	10	11	12

1.271e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.272e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.273e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.274e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.275e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.276e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.277e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.278e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.279e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.28e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.281e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.282e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.283e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.284e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.285e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.286e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.287e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.288e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.289e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.29e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.291e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.292e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.293e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.294e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.295e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.296e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.297e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.298e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.299e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.3e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.301e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.302e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.303e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.304e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.305e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.306e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.307e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.308e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.309e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.31e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.311e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.312e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.313e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.314e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.315e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.316e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.317e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.318e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.319e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.32e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.321e+08	4	4	0	0	0	0	0	0	0	0	0	0	
1.322e+08	4	4	0	0	0	0	0	0	0	0	0	0	
