# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 1869
# 	max connectivity: 4
# FeatureBox
# FeatureBondset<FastBondset>
# FeatureAttributes
# 
# not registered features: 
# 
# #!version
# endoffile
# 
# mean squared bond length
# mcs	BL frame 	BL averaged

0	7.14186	7.14186	
100000	7.42666	7.28426	
200000	7.49304	7.35385	
300000	7.38651	7.36202	
400000	7.6076	7.41113	
500000	7.5621	7.4363	
600000	7.5091	7.4467	
700000	7.48876	7.45195	
800000	7.45664	7.45247	
900000	7.49839	7.45707	
1e+06	7.46681	7.45795	
1.1e+06	7.52195	7.46329	
1.2e+06	7.44379	7.46179	
1.3e+06	7.42987	7.45951	
1.4e+06	7.54979	7.46552	
1.5e+06	7.55889	7.47136	
1.6e+06	7.49304	7.47264	
1.7e+06	7.47323	7.47267	
1.8e+06	7.45664	7.47182	
1.9e+06	7.51392	7.47393	
2e+06	7.55086	7.47759	
2.1e+06	7.5	7.47861	
2.2e+06	7.53266	7.48096	
2.3e+06	7.58512	7.4853	
2.4e+06	7.51071	7.48632	
2.5e+06	7.54979	7.48876	
2.6e+06	7.51713	7.48981	
2.7e+06	7.49839	7.49012	
2.8e+06	7.47966	7.48975	
2.9e+06	7.44379	7.48822	
3e+06	7.41381	7.48582	
3.1e+06	7.60171	7.48944	
3.2e+06	7.46788	7.48879	
3.3e+06	7.56049	7.4909	
3.4e+06	7.47163	7.49035	
3.5e+06	7.46734	7.48971	
3.6e+06	7.55514	7.49148	
3.7e+06	7.44272	7.49019	
3.8e+06	7.52088	7.49098	
3.9e+06	7.48876	7.49093	
4e+06	7.55246	7.49243	
4.1e+06	7.55032	7.49381	
4.2e+06	7.43201	7.49237	
4.3e+06	7.47109	7.49188	
4.4e+06	7.5091	7.49227	
4.5e+06	7.50054	7.49245	
4.6e+06	7.36349	7.4897	
4.7e+06	7.46734	7.48924	
4.8e+06	7.51285	7.48972	
4.9e+06	7.49465	7.48982	
5e+06	7.49572	7.48993	
5.1e+06	7.43844	7.48894	
5.2e+06	7.49946	7.48914	
5.3e+06	7.51285	7.48958	
5.4e+06	7.44111	7.4887	
5.5e+06	7.54764	7.48975	
5.6e+06	7.44058	7.48889	
5.7e+06	7.4909	7.48892	
5.8e+06	7.56103	7.49015	
5.9e+06	7.47912	7.48996	
6e+06	7.57548	7.49136	
6.1e+06	7.48073	7.49119	
6.2e+06	7.50214	7.49137	
6.3e+06	7.4909	7.49136	
6.4e+06	7.46146	7.4909	
6.5e+06	7.48448	7.4908	
6.6e+06	7.47056	7.4905	
6.7e+06	7.53801	7.4912	
6.8e+06	7.49839	7.4913	
6.9e+06	7.43683	7.49052	
7e+06	7.52248	7.49097	
7.1e+06	7.4727	7.49072	
7.2e+06	7.45128	7.49018	
7.3e+06	7.44111	7.48952	
7.4e+06	7.51606	7.48987	
7.5e+06	7.54069	7.49054	
7.6e+06	7.55942	7.49143	
7.7e+06	7.45343	7.49095	
7.8e+06	7.46842	7.49066	
7.9e+06	7.50964	7.4909	
8e+06	7.39882	7.48976	
8.1e+06	7.49411	7.48982	
8.2e+06	7.52034	7.49018	
8.3e+06	7.49679	7.49026	
8.4e+06	7.52302	7.49065	
8.5e+06	7.52355	7.49103	
8.6e+06	7.50696	7.49121	
8.7e+06	7.5546	7.49193	
8.8e+06	7.51552	7.4922	
8.9e+06	7.41649	7.49136	
9e+06	7.50749	7.49153	
9.1e+06	7.42131	7.49077	
9.2e+06	7.46734	7.49052	
9.3e+06	7.53212	7.49096	
9.4e+06	7.51178	7.49118	
9.5e+06	7.45396	7.49079	
9.6e+06	7.46199	7.4905	
9.7e+06	7.51981	7.4908	
9.8e+06	7.50321	7.49092	
9.9e+06	7.35921	7.4896	
1e+07	7.48394	7.48955	
1.01e+07	7.41328	7.4888	
1.02e+07	7.49786	7.48889	
1.03e+07	7.57655	7.48973	
1.04e+07	7.53533	7.49017	
1.05e+07	7.47805	7.49005	
1.06e+07	7.51927	7.49032	
1.07e+07	7.46842	7.49012	
1.08e+07	7.44968	7.48975	
1.09e+07	7.53961	7.4902	
1.1e+07	7.46949	7.49002	
1.11e+07	7.50321	7.49013	
1.12e+07	7.5455	7.49062	
1.13e+07	7.51338	7.49082	
1.14e+07	7.44486	7.49042	
1.15e+07	7.47966	7.49033	
1.16e+07	7.4834	7.49027	
1.17e+07	7.52837	7.4906	
1.18e+07	7.46413	7.49037	
1.19e+07	7.42238	7.48981	
1.2e+07	7.44754	7.48946	
1.21e+07	7.41702	7.48886	
1.22e+07	7.47216	7.48873	
1.23e+07	7.47216	7.48859	
1.24e+07	7.45717	7.48834	
1.25e+07	7.51445	7.48855	
1.26e+07	7.49197	7.48858	
1.27e+07	7.43415	7.48815	
1.28e+07	7.45664	7.48791	
1.29e+07	7.52623	7.4882	
1.3e+07	7.48929	7.48821	
1.31e+07	7.44807	7.48791	
1.32e+07	7.57548	7.48856	
1.33e+07	7.47323	7.48845	
1.34e+07	7.52516	7.48872	
