# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 181
# 	max connectivity: 4
# FeatureBox
# FeatureBondset<FastBondset>
# FeatureAttributes<int>
# 
# not registered features: 
# 
# #!version
# #!nn_interaction
# endoffile
# 
# mean squared bond length
# mcs	BL frame 	BL averaged

100000	6.70556	6.70556	
200000	6.8	6.75278	
300000	6.49444	6.66667	
400000	7.03333	6.75833	
500000	6.75556	6.75778	
600000	6.67222	6.74352	
700000	6.82222	6.75476	
800000	6.82778	6.76389	
900000	6.27778	6.70988	
1e+06	6.67222	6.70611	
1.1e+06	6.73889	6.70909	
1.2e+06	6.82778	6.71898	
1.3e+06	6.68333	6.71624	
1.4e+06	6.57222	6.70595	
1.5e+06	6.75556	6.70926	
1.6e+06	6.77222	6.71319	
1.7e+06	6.87778	6.72288	
1.8e+06	6.69444	6.7213	
1.9e+06	6.78333	6.72456	
2e+06	6.45556	6.71111	
2.1e+06	6.58889	6.70529	
2.2e+06	6.28333	6.68611	
2.3e+06	6.51667	6.67874	
2.4e+06	6.67778	6.6787	
2.5e+06	6.6	6.67556	
2.6e+06	6.66667	6.67521	
2.7e+06	6.66667	6.6749	
2.8e+06	6.53333	6.66984	
2.9e+06	6.68889	6.6705	
3e+06	6.67222	6.67056	
3.1e+06	6.73333	6.67258	
3.2e+06	6.47778	6.66649	
3.3e+06	6.6	6.66448	
3.4e+06	6.75556	6.66716	
3.5e+06	6.52778	6.66317	
3.6e+06	6.9	6.66975	
3.7e+06	6.84444	6.67447	
3.8e+06	6.53889	6.67091	
3.9e+06	6.36667	6.66311	
4e+06	6.84444	6.66764	
4.1e+06	6.97778	6.6752	
4.2e+06	6.67778	6.67526	
4.3e+06	6.76111	6.67726	
4.4e+06	6.53889	6.67412	
4.5e+06	6.55	6.67136	
4.6e+06	6.99444	6.67838	
4.7e+06	6.60556	6.67683	
4.8e+06	6.56667	6.67454	
4.9e+06	6.66111	6.67426	
5e+06	6.69444	6.67467	
5.1e+06	6.52778	6.67179	
5.2e+06	6.66667	6.67169	
5.3e+06	6.65	6.67128	
5.4e+06	6.67778	6.6714	
5.5e+06	6.9	6.67556	
5.6e+06	6.53889	6.67312	
5.7e+06	6.43333	6.66891	
5.8e+06	6.76111	6.6705	
5.9e+06	6.67222	6.67053	
6e+06	6.87778	6.67398	
6.1e+06	6.49444	6.67104	
6.2e+06	6.68333	6.67124	
6.3e+06	6.87222	6.67443	
6.4e+06	6.58333	6.673	
6.5e+06	7.02222	6.67838	
6.6e+06	6.62778	6.67761	
6.7e+06	6.59444	6.67637	
6.8e+06	6.56667	6.67475	
6.9e+06	6.75556	6.67593	
7e+06	6.76111	6.67714	
7.1e+06	6.88333	6.68005	
7.2e+06	6.57778	6.67863	
7.3e+06	6.56667	6.67709	
7.4e+06	6.63889	6.67658	
7.5e+06	6.69444	6.67681	
7.6e+06	6.95556	6.68048	
7.7e+06	6.63333	6.67987	
7.8e+06	6.98333	6.68376	
7.9e+06	6.45	6.6808	
8e+06	6.70556	6.68111	
8.1e+06	6.55556	6.67956	
8.2e+06	6.67222	6.67947	
8.3e+06	6.65	6.67912	
8.4e+06	6.65556	6.67884	
8.5e+06	6.88889	6.68131	
8.6e+06	6.48889	6.67907	
8.7e+06	6.61667	6.67835	
8.8e+06	6.66667	6.67822	
8.9e+06	6.58889	6.67722	
9e+06	6.82778	6.67889	
9.1e+06	6.68889	6.679	
9.2e+06	6.92778	6.6817	
9.3e+06	6.54444	6.68023	
9.4e+06	6.77222	6.68121	
9.5e+06	6.7	6.6814	
9.6e+06	6.86667	6.68333	
9.7e+06	6.91667	6.68574	
9.8e+06	6.68889	6.68577	
9.9e+06	6.72778	6.6862	
1e+07	6.52778	6.68461	
1.01e+07	6.52222	6.683	
1.02e+07	6.81667	6.68431	
1.03e+07	6.77222	6.68517	
1.04e+07	6.59444	6.68429	
1.05e+07	6.53889	6.68291	
