# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 11776
# 	max connectivity: 4
# FeatureBox
# FeatureBondset<FastBondset>
# FeatureAttributes
# 
# not registered features: 
# 
# #!version
# endoffile
# 
# radius of gyration
# mcs	R_G Dendrimer 	R_G Chains
# mean squared bond length
# mcs	BL frame 	BL averaged

1e+06	7.14928	7.14928	
1.1e+06	7.14946	7.14937	
1.2e+06	7.11948	7.13941	
1.3e+06	7.16287	7.14527	
1.4e+06	7.13087	7.14239	
1.5e+06	7.16103	7.1455	
1.6e+06	7.13394	7.14385	
1.7e+06	7.11431	7.14015	
1.8e+06	7.13298	7.13936	
1.9e+06	7.12561	7.13798	
2e+06	7.13587	7.13779	
2.1e+06	7.14288	7.13821	
2.2e+06	7.12342	7.13708	
2.3e+06	7.13981	7.13727	
2.4e+06	7.13043	7.13682	
2.5e+06	7.13149	7.13648	
2.6e+06	7.1129	7.1351	
2.7e+06	7.15831	7.13639	
2.8e+06	7.13017	7.13606	
2.9e+06	7.11992	7.13525	
3e+06	7.14516	7.13572	
3.1e+06	7.14069	7.13595	
3.2e+06	7.12404	7.13543	
3.3e+06	7.11264	7.13448	
3.4e+06	7.10501	7.1333	
3.5e+06	7.1712	7.13476	
3.6e+06	7.14367	7.13509	
3.7e+06	7.12947	7.13489	
3.8e+06	7.11825	7.13432	
3.9e+06	7.14911	7.13481	
4e+06	7.13245	7.13473	
4.1e+06	7.13306	7.13468	
4.2e+06	7.13122	7.13458	
4.3e+06	7.14507	7.13488	
4.4e+06	7.14849	7.13527	
4.5e+06	7.15971	7.13595	
4.6e+06	7.12018	7.13553	
4.7e+06	7.14551	7.13579	
4.8e+06	7.15515	7.13629	
4.9e+06	7.13929	7.13636	
5e+06	7.125	7.13608	
5.1e+06	7.13236	7.13599	
5.2e+06	7.13105	7.13588	
5.3e+06	7.15577	7.13633	
5.4e+06	7.14674	7.13656	
5.5e+06	7.10545	7.13589	
5.6e+06	7.12281	7.13561	
5.7e+06	7.10791	7.13503	
5.8e+06	7.15875	7.13552	
5.9e+06	7.10607	7.13493	
6e+06	7.11632	7.13456	
6.1e+06	7.13105	7.13449	
6.2e+06	7.15726	7.13492	
6.3e+06	7.14174	7.13505	
6.4e+06	7.13903	7.13512	
6.5e+06	7.16085	7.13558	
6.6e+06	7.12781	7.13545	
6.7e+06	7.13105	7.13537	
6.8e+06	7.10852	7.13491	
6.9e+06	7.12184	7.1347	
7e+06	7.13403	7.13469	
7.1e+06	7.13587	7.1347	
7.2e+06	7.12027	7.13448	
7.3e+06	7.13096	7.13442	
7.4e+06	7.15778	7.13478	
7.5e+06	7.12237	7.13459	
7.6e+06	7.13289	7.13457	
7.7e+06	7.16655	7.13504	
7.8e+06	7.13841	7.13509	
7.9e+06	7.13201	7.13504	
8e+06	7.1335	7.13502	
8.1e+06	7.14052	7.1351	
8.2e+06	7.18627	7.1358	
8.3e+06	7.12623	7.13567	
8.4e+06	7.15647	7.13595	
8.5e+06	7.14393	7.13605	
8.6e+06	7.13385	7.13602	
8.7e+06	7.12623	7.1359	
8.8e+06	7.09467	7.13537	
8.9e+06	7.16418	7.13573	
9e+06	7.10177	7.13532	
9.1e+06	7.14911	7.13548	
9.2e+06	7.11194	7.1352	
9.3e+06	7.1584	7.13548	
9.4e+06	7.14858	7.13563	
9.5e+06	7.11597	7.1354	
9.6e+06	7.14201	7.13548	
9.7e+06	7.12965	7.13541	
9.8e+06	7.14385	7.13551	
9.9e+06	7.1271	7.13541	
1e+07	7.12737	7.13532	
1.01e+07	7.16269	7.13562	
1.02e+07	7.12255	7.13548	
1.03e+07	7.13701	7.1355	
1.04e+07	7.1605	7.13576	
1.05e+07	7.14052	7.13581	
1.06e+07	7.11939	7.13564	
1.07e+07	7.13859	7.13567	
1.08e+07	7.13482	7.13566	
1.09e+07	7.14876	7.13579	
1.1e+07	7.12088	7.13565	
