# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 1257
# 	max connectivity: 4
# FeatureBox
# FeatureBondset<FastBondset>
# FeatureAttributes
# 
# not registered features: 
# 
# #!version
# endoffile
# 
# mean squared bond length
# mcs	BL frame 	BL averaged

0	7.17436	7.17436	
100000	7.46736	7.32086	
200000	7.42516	7.35563	
300000	7.57166	7.40963	
400000	7.57325	7.44236	
500000	7.47054	7.44705	
600000	7.40525	7.44108	
700000	7.47373	7.44516	
800000	7.52309	7.45382	
900000	7.4379	7.45223	
1e+06	7.49522	7.45614	
1.1e+06	7.5215	7.46158	
1.2e+06	7.4793	7.46295	
1.3e+06	7.48248	7.46434	
1.4e+06	7.52627	7.46847	
1.5e+06	7.47213	7.4687	
1.6e+06	7.43312	7.46661	
1.7e+06	7.42596	7.46435	
1.8e+06	7.50398	7.46643	
1.9e+06	7.47532	7.46688	
2e+06	7.54459	7.47058	
2.1e+06	7.51115	7.47242	
2.2e+06	7.53503	7.47515	
2.3e+06	7.45303	7.47422	
2.4e+06	7.59315	7.47898	
2.5e+06	7.38933	7.47553	
2.6e+06	7.52548	7.47738	
2.7e+06	7.42755	7.4756	
2.8e+06	7.57166	7.47892	
2.9e+06	7.45701	7.47818	
3e+06	7.5629	7.48092	
3.1e+06	7.44825	7.4799	
3.2e+06	7.50955	7.4808	
3.3e+06	7.52229	7.48202	
3.4e+06	7.44586	7.48098	
3.5e+06	7.51752	7.482	
3.6e+06	7.50478	7.48261	
3.7e+06	7.4172	7.48089	
3.8e+06	7.47293	7.48069	
3.9e+06	7.53105	7.48195	
4e+06	7.53025	7.48312	
4.1e+06	7.47532	7.48294	
4.2e+06	7.3742	7.48041	
4.3e+06	7.5008	7.48087	
4.4e+06	7.50159	7.48133	
4.5e+06	7.48089	7.48132	
4.6e+06	7.48885	7.48148	
4.7e+06	7.52468	7.48238	
4.8e+06	7.47691	7.48227	
4.9e+06	7.52548	7.48314	
5e+06	7.46099	7.4827	
5.1e+06	7.59236	7.48481	
5.2e+06	7.55175	7.48607	
5.3e+06	7.53025	7.48689	
5.4e+06	7.52389	7.48757	
5.5e+06	7.34156	7.48496	
5.6e+06	7.4992	7.48521	
5.7e+06	7.49682	7.48541	
5.8e+06	7.41879	7.48428	
5.9e+06	7.50717	7.48466	
6e+06	7.45462	7.48417	
6.1e+06	7.44268	7.4835	
6.2e+06	7.53662	7.48434	
6.3e+06	7.56369	7.48558	
6.4e+06	7.43949	7.48487	
