# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 11776
# 	max connectivity: 4
# FeatureBox
# FeatureBondset<FastBondset>
# FeatureAttributes
# 
# not registered features: 
# 
# #!version
# endoffile
# 
# radius of gyration of 
# mcs	 	R_G Chains

1e+07	53.4333	
1.01e+07	56.076	
1.02e+07	53.5609	
1.03e+07	52.279	
1.04e+07	55.29	
1.05e+07	53.394	
1.06e+07	52.635	
1.07e+07	53.6817	
1.08e+07	54.8472	
1.09e+07	54.8124	
1.1e+07	53.6767	
1.11e+07	55.2111	
1.12e+07	54.5739	
1.13e+07	52.7521	
1.14e+07	54.5155	
1.15e+07	53.3197	
1.16e+07	53.5347	
1.17e+07	54.7034	
1.18e+07	52.2448	
1.19e+07	52.0698	
1.2e+07	53.3375	
1.21e+07	54.6431	
1.22e+07	53.6719	
1.23e+07	53.5127	
1.24e+07	54.1457	
1.25e+07	53.861	
1.26e+07	53.8228	
1.27e+07	52.7164	
1.28e+07	54.8265	
1.29e+07	53.739	
1.3e+07	53.1983	
1.31e+07	53.4879	
1.32e+07	52.7881	
1.33e+07	53.412	
1.34e+07	51.7746	
1.35e+07	53.7181	
1.36e+07	54.085	
1.37e+07	54.9263	
1.38e+07	55.8122	
1.39e+07	54.0069	
1.4e+07	53.5232	
1.41e+07	54.2752	
1.42e+07	55.368	
1.43e+07	53.7759	
1.44e+07	53.4098	
1.45e+07	52.8758	
1.46e+07	53.1999	
1.47e+07	55.5994	
1.48e+07	55.0014	
1.49e+07	52.7024	
1.5e+07	52.5431	
1.51e+07	52.6826	
1.52e+07	54.1749	
1.53e+07	52.1106	
1.54e+07	54.036	
1.55e+07	53.1699	
1.56e+07	53.7502	
1.57e+07	53.1129	
1.58e+07	52.6998	
1.59e+07	53.6936	
1.6e+07	53.143	
1.61e+07	53.2875	
1.62e+07	54.9105	
1.63e+07	51.5803	
1.64e+07	54.6108	
1.65e+07	52.7782	
1.66e+07	55.8027	
1.67e+07	54.7346	
1.68e+07	54.4025	
1.69e+07	54.2371	
1.7e+07	54.1582	
1.71e+07	52.954	
1.72e+07	53.545	
1.73e+07	51.4545	
1.74e+07	52.2447	
1.75e+07	52.8073	
1.76e+07	53.011	
1.77e+07	54.1971	
1.78e+07	52.6167	
1.79e+07	54.1657	
1.8e+07	56.4947	
1.81e+07	54.4555	
1.82e+07	54.775	
1.83e+07	54.5937	
1.84e+07	53.6929	
1.85e+07	52.841	
1.86e+07	53.5853	
1.87e+07	51.4523	
1.88e+07	53.4903	
1.89e+07	54.8692	
1.9e+07	51.3827	
1.91e+07	52.2271	
1.92e+07	52.8748	
1.93e+07	54.3863	
1.94e+07	52.9301	
1.95e+07	55.4061	
1.96e+07	51.5886	
1.97e+07	52.582	
1.98e+07	55.0269	
1.99e+07	51.541	
2e+07	52.6575	
2.01e+07	52.6275	
2.02e+07	53.8158	
2.03e+07	53.1005	
2.04e+07	53.7694	
2.05e+07	53.2371	
2.06e+07	54.7504	
2.07e+07	52.7898	
2.08e+07	54.1988	
2.09e+07	53.5553	
2.1e+07	55.6043	
2.11e+07	54.5067	
2.12e+07	54.6378	
2.13e+07	52.9315	
2.14e+07	55.5036	
2.15e+07	51.2374	
2.16e+07	50.4435	
2.17e+07	54.2164	
2.18e+07	53.6712	
2.19e+07	52.4323	
2.2e+07	54.6713	
2.21e+07	54.8107	
2.22e+07	54.106	
2.23e+07	54.1379	
2.24e+07	53.1418	
2.25e+07	53.4646	
2.26e+07	56.1474	
2.27e+07	55.3833	
2.28e+07	54.208	
2.29e+07	55.6778	
2.3e+07	54.0409	
2.31e+07	54.3437	
2.32e+07	52.4297	
2.33e+07	54.0679	
2.34e+07	54.0083	
2.35e+07	52.9848	
2.36e+07	54.1791	
2.37e+07	56.1753	
2.38e+07	53.1633	
2.39e+07	52.6781	
2.4e+07	51.4599	
2.41e+07	53.1192	
2.42e+07	55.4305	
2.43e+07	52.8404	
