# Radius of Gyration Tensor of DendrimerRGTensorAnalyzer: whole Molecule with endgroups
# time    R_1   R_2   R_3   Tr   D   M   <A>
16600000 19.8153 35.098 77.8491 132.762 54142.4 4970.43 0.137888
16700000 19.8848 27.3312 79.0548 126.271 42964.2 4276.12 0.138189
16800000 18.4045 32.0096 81.1716 131.586 47819.8 4681.31 0.138477
16900000 17.9481 40.9029 83.8949 142.746 61589.6 5671.42 0.138652
17000000 29.7412 34.7802 80.7713 145.293 83550.5 6245.89 0.138473
17100000 19.3583 29.0363 98.2297 146.624 55214.3 5315.88 0.139298
17200000 25.8144 49.1628 71.1831 146.16 90338.9 6606.21 0.138842
17300000 26.7012 49.2276 56.7286 132.657 74566.2 5621.78 0.138301
17400000 13.0929 36.6509 71.2009 120.945 34167 4021.67 0.138471
17500000 28.5757 49.709 63.3231 141.608 89948.4 6377.69 0.13789
17600000 27.0517 53.0465 59.9073 140.006 85966.9 6233.47 0.137329
17700000 19.3547 36.1035 43.0832 98.5414 30105.4 3088.09 0.137054
17800000 18.4645 37.9245 81.4342 137.823 57024.8 5292.25 0.137213
17900000 14.155 49.5318 95.7939 159.481 67163.1 6801.92 0.137684
18000000 19.6032 40.1131 62.5654 122.282 49198.1 4522.53 0.137478
18100000 18.2207 25.8033 116.645 160.669 54840.8 5605.31 0.139125
18200000 21.5706 33.7385 114.426 169.735 83274.4 7056.54 0.140213
18300000 24.3304 60.2313 104.587 189.149 153268 10309.5 0.140164
18400000 20.741 34.6854 51.9714 107.398 37388.7 3600 0.139903
18500000 17.5767 35.4512 72.0108 125.039 44871 4441.69 0.139939
18600000 13.6632 32.8493 83.6642 130.177 37550.9 4340.27 0.140394
18700000 23.2142 54.2232 87.7394 165.177 110442 8053.06 0.140189
18800000 22.3406 61.081 76.8657 160.287 104890 7776.85 0.139831
18900000 16.9091 40.5813 69.3991 126.89 47621.1 4675.97 0.13978
19000000 12.8194 32.8899 63.4509 109.16 26752.8 3321.93 0.139861
19100000 13.181 38.2049 62.1831 113.569 31314.2 3698.92 0.139861
19200000 18.2295 50.437 112.09 180.757 103061 8616.3 0.140497
19300000 15.6764 56.6914 85.4996 157.867 75984.9 7076.13 0.140551
19400000 18.016 23.0216 95.8242 136.862 39743.9 4347.16 0.141403
19500000 25.6665 43.4683 60.1139 129.249 67067.7 5271.63 0.140994
19600000 18.9177 34.9126 72.9211 126.751 48161.9 4585.83 0.141006
19700000 14.83 43.304 66.2362 124.37 42536.7 4492.77 0.140953
19800000 21.0836 66.3605 84.4841 171.928 118203 8786.75 0.14069
19900000 21.0963 37.66 56.0172 114.773 44504.9 4085.85 0.140435
20000000 18.5544 31.4975 57.2409 107.293 33452.6 3449.44 0.140312
20100000 26.7824 38.8013 73.5765 139.16 76460.1 5864.61 0.140057
20200000 13.7177 43.4451 66.1963 123.359 39450.9 4379.94 0.140043
20300000 15.1702 60.4139 103.328 178.912 94698.6 8726.41 0.140401
20400000 17.1586 39.4272 57.9943 114.58 39234 3958.17 0.140245
20500000 28.8093 35.6187 121.213 185.641 124383 8835.65 0.141066
20600000 15.8262 48.2674 85.9837 150.077 65682.3 6274.9 0.141202
20700000 17.2491 29.0118 83.2419 129.503 41656.5 4351.27 0.141553
20800000 21.5293 39.6436 58.7718 119.945 50161.7 4448.74 0.141295
20900000 30.4773 35.9372 87.9447 154.359 96322.9 6936.06 0.141205
21000000 24.2817 34.331 104.509 163.122 87120.2 6959.16 0.14171
21100000 27.2972 38.6365 59.0165 124.95 62243 4945.85 0.141344
21200000 23.6781 44.6573 79.206 147.541 83752.4 6469.98 0.141162
21300000 26.9851 43.8967 77.632 148.514 91959.6 6687.26 0.14088
21400000 20.1647 48.2947 102.143 170.602 99471.6 7966.48 0.141156
21500000 37.4235 53.2987 64.8302 155.552 129312 7876.17 0.140448
21600000 12.0895 42.8316 89.3551 144.276 46269.2 5425.3 0.140848
21700000 19.3116 26.3477 62.4236 108.083 31762.1 3359.03 0.140838
21800000 17.3234 44.4178 51.5792 113.32 39688.6 3954.03 0.140634
21900000 28.8028 38.5306 88.1804 155.514 97861.7 7047.28 0.140546
22000000 13.2785 43.6627 65.0422 121.983 37710 4283.36 0.140532
