# Radius of Gyration Tensor of DendrimerRGTensorAnalyzer: whole Molecule with endgroups
# time    R_1   R_2   R_3   Tr   D   M   <A>
18500000 12.8492 15.3247 19.0415 47.2155 3749.48 733.386 0.0452498
18600000 8.32701 14.0815 24.8291 47.2376 2911.37 673.639 0.0455281
18700000 9.81626 16.7489 22.2194 48.7845 3653.12 754.673 0.0455472
18800000 12.3588 14.0831 17.4476 43.8895 3036.76 635.398 0.0453772
18900000 10.4457 13.9402 20.4816 44.8674 2982.41 645.075 0.0453434
19000000 8.82269 14.2447 21.6508 44.7182 2721 625.105 0.0454274
19100000 9.26977 10.6691 31.4866 51.4254 3114.01 726.705 0.0462788
19200000 11.0543 15.8772 19.6266 46.558 3444.67 704.082 0.0461684
19300000 10.7499 12.3922 24.4988 47.6409 3263.61 700.168 0.0463258
19400000 8.49771 15.3635 23.8791 47.7403 3117.53 700.34 0.0465022
19500000 10.0141 16.8411 20.1227 46.9779 3393.66 709.048 0.0464469
19600000 9.29654 15.0692 21.5404 45.9061 3017.61 664.937 0.0464823
19700000 8.6621 16.7056 22.1903 47.558 3211.06 707.623 0.0465631
19800000 7.98114 14.1432 23.6822 45.8066 2673.23 636.834 0.0467776
19900000 8.37081 15.895 23.5629 47.8287 3135.14 704.827 0.0469342
20000000 9.5853 15.2163 20.1211 44.9227 2934.71 644.887 0.0469075
20100000 11.1196 13.4768 23.2212 47.8177 3479.87 721.017 0.0469455
20200000 10.7979 13.7765 22.5692 47.1436 3357.35 703.383 0.0469643
20300000 9.98732 12.5263 23.6024 46.116 2952.76 656.479 0.0470975
20400000 10.7159 16.1637 18.1757 45.0552 3148.17 661.762 0.0469798
20500000 11.0484 16.6844 19.7258 47.4586 3636.17 731.387 0.0468703
20600000 10.0853 14.328 18.3546 42.768 2652.29 592.6 0.0467914
20700000 10.0031 14.6575 20.914 45.5746 3066.41 662.372 0.0467749
20800000 9.67163 12.9029 26.1823 48.7569 3267.36 715.847 0.0470434
20900000 10.255 13.8085 22.29 46.3536 3156.42 677.984 0.0470741
21000000 7.37165 18.7164 20.9617 47.0497 2892.1 684.82 0.0471976
21100000 10.2132 14.0492 26.4724 50.7348 3798.46 785.772 0.04741
21200000 10.8775 16.4221 21.7778 49.0773 3890.19 773.155 0.0473544
21300000 10.3823 12.762 22.6955 45.8398 3007.13 657.77 0.0474173
21400000 9.71506 11.6485 22.8077 44.1713 2581.06 600.42 0.0475433
21500000 10.5827 14.2115 18.0732 42.8674 2718.14 598.507 0.0474442
21600000 11.1589 14.5737 18.2508 43.9834 2968.07 632.268 0.0473263
21700000 11.0636 13.8346 18.5162 43.4144 2834.09 614.079 0.047225
21800000 10.9694 14.3071 22.392 47.6685 3514.21 722.932 0.0472167
21900000 9.16561 12.6539 28.2689 50.0884 3278.64 732.794 0.0476295
22000000 9.31755 16.5147 18.9302 44.7624 2912.91 642.886 0.0475858
22100000 9.28436 12.8897 19.6713 41.8453 2354.11 555.864 0.0475861
22200000 10.4739 12.3029 21.9746 44.7514 2831.62 629.369 0.047627
22300000 12.1755 14.7068 20.6148 47.4972 3691.37 733.24 0.0475188
22400000 9.31521 13.0307 21.7812 44.1271 2643.88 608.104 0.0475827
22500000 8.74378 15.6527 24.8466 49.2431 3400.6 743.034 0.0477511
22600000 11.3482 13.0063 24.6676 49.0221 3640.89 748.365 0.0478414
22700000 9.73868 16.6979 19.2872 45.7238 3136.39 672.502 0.0477856
22800000 11.399 14.941 20.0302 46.3702 3411.38 697.907 0.0476901
22900000 10.3744 13.0184 21.7951 45.1878 2943.59 644.905 0.0477103
23000000 6.91337 17.7741 28.3346 53.0221 3481.73 822.389 0.0481398
23100000 11.3693 16.2183 16.7715 44.3591 3092.52 647.077 0.0480009
23200000 10.2822 12.9743 24.412 47.6685 3256.67 701.142 0.0481221
23300000 11.1116 13.4312 18.0705 42.6133 2696.87 592.742 0.0480217
23400000 7.94268 16.3315 21.0573 45.3315 2731.47 640.865 0.0480894
23500000 9.35813 11.1516 28.087 48.5967 2931.1 680.414 0.0485035
23600000 9.97629 14.44 20.766 45.1823 2991.5 651.087 0.0484818
23700000 9.20685 14.0047 24.3243 47.5359 3136.37 693.546 0.0486198
23800000 10.9909 15.164 18.8064 44.9613 3134.39 658.546 0.0485161
23900000 10.8172 15.3059 17.0371 43.1602 2820.79 610.63 0.048399
24000000 11.4104 12.5524 21.54 45.5028 3085.12 659.385 0.0483836
24100000 12.7144 14.1757 16.6016 43.4917 2992.2 626.655 0.0482273
24200000 11.7868 13.9572 20.5212 46.2652 3375.95 692.808 0.0481472
24300000 11.7083 15.4771 21.0301 48.2155 3810.86 752.921 0.0480581
24400000 12.4658 14.6026 18.6166 45.6851 3388.86 685.957 0.047921
24500000 12.9889 14.4769 18.838 46.3039 3542.29 705.442 0.0477768
24600000 9.93893 14.1514 22.0201 46.1105 3097.13 671.123 0.0477983
24700000 11.6804 14.2394 17.3785 43.2983 2890.43 616.77 0.047674
24800000 9.41466 15.5501 20.5103 45.4751 3002.7 658.436 0.0476628
24900000 10.2655 15.2453 19.6218 45.1326 3070.82 657.068 0.0476035
25000000 10.8031 15.1218 17.0641 42.989 2787.62 605.746 0.0474957
25100000 10.6819 12.5509 21.8832 45.116 2933.83 642.476 0.047517
25200000 10.0678 14.7472 20.0027 44.8177 2969.83 644.838 0.0474771
25300000 12.0928 13.5968 18.8629 44.5525 3101.5 649.003 0.0473721
25400000 10.9692 13.4329 19.8852 44.2873 2930.04 632.588 0.0473176
25500000 11.258 12.9126 20.183 44.3536 2934 633.205 0.0472705
25600000 9.67783 15.8664 19.8812 45.4254 3052.8 661.402 0.0472368
25700000 11.3777 14.8588 16.1559 42.3923 2731.27 592.929 0.0471144
25800000 11.3207 12.2409 21.4383 45 2970.84 643.699 0.0471117
25900000 11.1621 14.6489 17.4653 43.2762 2855.78 614.308 0.0470052
26000000 11.3438 15.5128 21.1157 47.9724 3715.84 743.073 0.0469397
26100000 11.4069 12.3682 21.363 45.1381 3013.96 648.991 0.0469304
26200000 9.99628 12.7677 22.8437 45.6077 2915.54 647.645 0.0470017
26300000 9.88227 15.4296 21.2407 46.5525 3238.76 690.119 0.0469925
26400000 9.58093 12.8654 22.2829 44.7293 2746.66 623.433 0.0470577
26500000 8.95551 12.9097 28.2784 50.1436 3269.36 733.927 0.0474039
26600000 10.4721 17.0796 20.161 47.7127 3605.98 734.329 0.0473429
26700000 12.0584 13.8608 20.1084 46.0276 3360.91 688.334 0.0472602
26800000 11.9201 12.7645 20.1496 44.8343 3065.85 649.54 0.0472011
26900000 9.21031 15.69 20.5693 45.4696 2972.47 656.692 0.0472008
27000000 10.9784 12.8661 23.2217 47.0663 3280.07 694.962 0.0472459
27100000 11.8382 14.566 18.9273 45.3315 3263.73 672.195 0.0471436
27200000 12.0448 12.8939 22.5143 47.453 3496.58 716.783 0.0471354
27300000 11.978 15.1927 17.1995 44.3702 3129.93 649.3 0.0470109
27400000 12.3983 14.912 18.1317 45.442 3352.25 680.065 0.0468863
27500000 12.3897 13.4904 24.3023 50.1823 4061.92 796.086 0.0469067
27600000 12.2829 14.1403 19.1791 45.6022 3331.08 680.454 0.0468053
27700000 11.1523 15.6635 18.8803 45.6961 3298.1 680.976 0.0467157
27800000 9.33267 15.9411 19.5661 44.8398 2910.89 643.28 0.0466934
27900000 10.6797 15.4698 21.6019 47.7514 3568.91 730.091 0.0466654
28000000 10.6012 15.2791 20.9484 46.8287 3393.16 704.128 0.0466287
28100000 11.3574 14.4195 18.2673 44.0442 2991.6 634.642 0.0465371
28200000 11.3201 12.422 21.7055 45.4475 3052.17 655.95 0.0465396
28300000 11.1549 16.3359 18.6087 46.0994 3390.96 693.792 0.0464477
28400000 8.92439 14.6258 21.4167 44.9669 2795.44 634.893 0.0464866
28500000 12.7773 13.6668 17.4068 43.8508 3039.64 634.93 0.0463685
28600000 12.167 15.9143 17.1783 45.2597 3326.24 676.02 0.0462453
28700000 10.6079 13.6566 22.1056 46.3702 3202.41 681.251 0.0462568
28800000 10.0921 14.8536 17.5239 42.4696 2626.9 587.05 0.0461897
28900000 10.5915 11.8344 23.4856 45.9116 2943.8 652.033 0.0462786
29000000 9.68312 14.9587 18.4853 43.1271 2677.53 600.357 0.0462343
29100000 11.6157 11.9914 20.2437 43.8508 2819.72 617.185 0.0462057
29200000 10.7484 16.7956 20.3068 47.8508 3665.91 739.857 0.046148
29300000 10.8612 12.6717 21.2295 44.7624 2921.82 637.223 0.0461472
29400000 10.9783 11.8463 24.6671 47.4917 3208.02 693.069 0.0462633
29500000 10.2324 17.9814 19.7806 47.9945 3639.51 742.081 0.0462163
29600000 11.1147 11.7804 21.1988 44.0939 2775.68 616.285 0.0462252
29700000 7.81646 14.0685 23.7448 45.6298 2611.13 629.622 0.0463796
29800000 10.2785 14.0913 20.9672 45.337 3036.83 655.804 0.046368
29900000 13.0782 15.67 18.2296 46.9779 3735.91 729.007 0.0462376
30000000 11.5405 14.1311 20.2841 45.9558 3307.95 683.808 0.0461791
30100000 12.0533 13.652 18.6318 44.337 3065.87 643.485 0.046092
30200000 11.4571 13.8331 21.2899 46.5801 3374.18 696.914 0.046059
30300000 11.1126 15.8315 17.5808 44.5249 3092.96 649.627 0.0459689
30400000 10.4674 15.301 20.4802 46.2486 3280.15 687.904 0.045933
30500000 10.0364 14.2273 20.0843 44.3481 2867.87 630.112 0.0459114
30600000 10.5843 16.0678 19.4031 46.0552 3299.82 687.201 0.0458528
30700000 10.8899 13.3171 22.8041 47.011 3307.08 697.039 0.0458799
30800000 10.6552 15.2454 17.0663 42.9669 2772.29 604.469 0.0458001
30900000 11.8438 14.6881 15.4019 41.9337 2679.34 582.602 0.045693
31000000 9.9127 13.6293 20.4967 44.0387 2769.16 617.636 0.0456897
31100000 10.1307 15.2625 16.8333 42.2265 2602.77 582.072 0.0456218
31200000 8.86461 13.2848 22.9943 45.1436 2707.91 627.073 0.0457186
31300000 9.22899 14.4077 23.3026 46.9392 3098.5 683.763 0.0457962
31400000 11.1184 15.9748 19.288 46.3812 3425.83 700.189 0.045724
31500000 12.7306 14.5212 18.7483 46 3465.85 695.785 0.0456216
31600000 8.7456 15.3383 19.9548 44.0387 2676.79 614.731 0.0456316
31700000 10.9765 15.3051 19.7792 46.0608 3322.83 687.824 0.0455738
31800000 9.32432 18.1506 21.3925 48.8674 3620.51 756.999 0.045586
31900000 12.0991 16.0249 17.76 45.884 3443.43 693.368 0.045481
32000000 11.9175 13.9136 18.2905 44.1215 3032.83 638.277 0.0453971
32100000 12.5606 14.0786 21.2945 47.9337 3765.63 744.104 0.0453396
32200000 11.2447 14.1873 19.2254 44.6575 3067.08 648.474 0.0452784
32300000 10.9698 14.6734 21.6386 47.2818 3483.04 715.847 0.0452591
32400000 8.69461 12.3278 27.1101 48.1326 2905.82 677.108 0.045523
32500000 9.05096 16.4367 23.6284 49.116 3515.14 750.999 0.0455952
32600000 10.3857 15.5893 18.4891 44.4641 2993.49 642.16 0.0455377
32700000 7.97894 17.8667 22.4361 48.2818 3198.43 722.433 0.0456212
32800000 11.1647 15.2392 20.3861 46.7901 3468.53 708.416 0.0455695
32900000 11.6775 13.9086 17.0548 42.6409 2770 598.783 0.0454818
33000000 10.4793 17.1704 18.8695 46.5193 3395.29 701.674 0.0454253
33100000 11.0305 15.0104 17.9481 43.989 2971.7 632.955 0.0453513
33200000 10.6418 16.8989 24.4649 52.0055 4399.62 853.613 0.0453813
33300000 8.57885 16.0676 22.3701 47.0166 3083.53 689.186 0.0454419
33400000 10.6231 14.6553 19.5779 44.8564 3047.99 650.584 0.0453979
33500000 10.4226 13.3165 22.3493 46.0884 3101.92 669.345 0.0454257
33600000 9.82477 15.4471 19.2309 44.5028 2918.56 637.765 0.0453936
33700000 10.6432 14.6996 17.519 42.8619 2740.88 600.433 0.0453268
33800000 12.0248 13.4566 20.8557 46.337 3374.71 693.243 0.0452849
33900000 9.83354 17.3733 19.9036 47.1105 3400.36 712.357 0.0452595
34000000 11.3268 15.514 19.2421 46.0829 3381.29 692.197 0.0451912
34100000 11.9371 14.4157 18.2882 44.6409 3147.04 654.023 0.0451089
34200000 7.00686 17.8018 22.1085 46.9171 2757.69 673.216 0.0452227
34300000 9.8302 17.6649 21.9414 49.4365 3810.11 776.929 0.0452264
34400000 10.3337 15.6669 18.6513 44.6519 3019.6 646.843 0.0451756
34500000 9.21908 14.5903 25.3508 49.1602 3409.92 738.097 0.0453035
34600000 10.3719 15.8064 18.0979 44.2762 2967.02 637.716 0.0452466
34700000 8.3348 17.0025 22.4859 47.8232 3186.53 711.445 0.0453138
34800000 9.7302 15.1722 20.2633 45.1657 2991.45 652.235 0.0453013
34900000 9.63572 15.4801 23.5748 48.6906 3516.46 741.262 0.0453549
35000000 8.52371 14.1196 29.5832 52.2265 3560.37 790.213 0.0456697
35100000 10.5696 14.4549 19.9092 44.9337 3041.78 651 0.0456345
35200000 12.9073 14.9536 18.0341 45.895 3480.78 695.458 0.0455323
35300000 10.3558 16.5789 17.2973 44.232 2969.74 637.587 0.0454716
35400000 11.5355 15.8484 17.7266 45.1105 3240.76 668.243 0.0453884
35500000 9.34671 15.4169 21.7778 46.5414 3138.13 683.395 0.0454118
35600000 10.0016 15.2101 17.9927 43.2044 2737.14 605.752 0.0453648
35700000 9.81695 17.2953 22.9319 50.0442 3893.55 791.524 0.0453863
35800000 9.96907 11.7516 25.8926 47.6133 3033.38 679.557 0.0455519
35900000 10.2937 16.7697 18.8869 45.9503 3260.3 683.765 0.0455044
