# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 1869
# 	max connectivity: 4
# FeatureBox
# FeatureBondset<FastBondset>
# 
# not registered features: 
# 
# #!version
# !attributes
# endoffile
# 
# radius of gyration
# mcs	R_G molecule 	R_G backbone	R_G sidechains

0	367.629	113.709	63.1293	
100000	901.323	389.955	93.9652	
200000	934.388	418.525	83.2509	
300000	948.984	534.784	82.5818	
400000	1135.48	679.617	85.3958	
500000	1055.07	609.602	83.9958	
600000	1076.61	580.215	83.6119	
700000	1218.57	780.146	90.9327	
800000	1124.91	672.546	82.62	
900000	1291.65	831.156	80.4179	
1e+06	1275.55	756.521	82.6653	
1.1e+06	1284.24	784.688	85.561	
1.2e+06	1331.55	897.403	83.4803	
1.3e+06	1505.74	1104.23	78.9841	
1.4e+06	1476.83	1153.6	69.4062	
1.5e+06	1527.64	1129.44	77.03	
1.6e+06	1514.78	1072.5	80.4483	
1.7e+06	1517.56	1062.63	77.5992	
1.8e+06	1671.52	1278.46	83.7398	
1.9e+06	1636.8	1218.15	86.7663	
2e+06	1668.56	1244.44	81.0708	
2.1e+06	1755.44	1200.18	83.3847	
2.2e+06	1493.59	1115.64	81.7877	
2.3e+06	1292.16	825.853	78.4034	
2.4e+06	1425.04	974.802	83.6374	
2.5e+06	1428.88	1020.39	77.9368	
2.6e+06	1433.96	1041.29	82.7091	
2.7e+06	1546.52	1145.61	74.9488	
2.8e+06	1459.97	1037.39	75.7322	
2.9e+06	1400.44	969.954	83.8788	
3e+06	1271.96	910.457	77.6814	
3.1e+06	1237.52	747.184	80.5545	
3.2e+06	1149.35	700.296	79.3142	
3.3e+06	1150.48	736.522	82.5782	
3.4e+06	1127.32	798.985	79.8047	
3.5e+06	1262.46	889.831	85.1874	
3.6e+06	1209.96	839.432	79.3438	
3.7e+06	1229.77	895.295	75.4303	
3.8e+06	1351.43	914.888	86.1134	
3.9e+06	1329.88	875.242	79.2521	
4e+06	1245.44	778.798	79.0617	
4.1e+06	1398.41	951.33	85.059	
4.2e+06	1539.25	1088.26	83.7619	
4.3e+06	1574.12	1171.05	78.4913	
4.4e+06	1660.81	1215.07	81.7167	
4.5e+06	1670.9	1150.61	86.7147	
4.6e+06	1499.21	1110.48	83.0764	
4.7e+06	1339.65	888.43	78.6508	
4.8e+06	1467.04	1028.68	85.6869	
4.9e+06	1339.23	807.927	76.3542	
5e+06	1360.84	894.215	80.6417	
5.1e+06	1245.93	758.513	84.6775	
5.2e+06	1263.58	790.733	84.2379	
5.3e+06	1293.96	831.76	84.411	
5.4e+06	1560.75	1111.07	77.9263	
5.5e+06	1453.62	978.787	78.2359	
5.6e+06	1453.83	1103.17	79.7344	
5.7e+06	1448.17	1006.22	78.5711	
5.8e+06	1375.7	994.46	87.127	
5.9e+06	1485.46	1012.64	82.26	
6e+06	1663.43	1221.57	78.4946	
6.1e+06	1680.79	1278.79	71.6841	
6.2e+06	1737.68	1292.87	83.1641	
6.3e+06	1668.97	1202.13	78.8702	
6.4e+06	1788.51	1299.09	87.4813	
6.5e+06	1659.81	1244.71	82.591	
6.6e+06	1496.48	1001.72	82.3877	
6.7e+06	1412.83	1046.16	79.7427	
6.8e+06	1377.07	923.753	83.9428	
6.9e+06	1409.68	902.178	77.124	
7e+06	1432.51	1029.6	72.9655	
7.1e+06	1519.6	1031.85	79.4704	
7.2e+06	1608.83	1250.85	76.5263	
7.3e+06	1698.23	1155.14	83.9796	
7.4e+06	1805.39	1457.58	83.9442	
7.5e+06	1969.76	1499.69	83.7739	
7.6e+06	1647.94	1382.55	77.3372	
7.7e+06	1616.53	1227.06	82.0968	
7.8e+06	1809.62	1376.06	85.3211	
7.9e+06	1873.09	1535.84	74.9695	
8e+06	1935.91	1448.76	78.7289	
8.1e+06	1910.63	1425.36	88.7002	
8.2e+06	1892.79	1577.7	80.676	
8.3e+06	1926.4	1540.22	72.3022	
8.4e+06	2011.09	1398.59	90.6266	
8.5e+06	2029.88	1626.32	73.8296	
8.6e+06	2329.65	1942.82	90.5928	
8.7e+06	2518.63	2000.3	83.2594	
8.8e+06	2401.35	1894.45	79.4368	
8.9e+06	2622.45	2019.69	87.5616	
9e+06	2408.45	2021.32	81.4659	
9.1e+06	2425.81	2016.7	81.9873	
9.2e+06	2487.27	1869.54	82.7311	
9.3e+06	2351.82	1907.47	82.7244	
9.4e+06	2287.65	1969.46	82.4093	
9.5e+06	2402.69	1845.37	81.651	
9.6e+06	2198.88	1866.97	83.8355	
9.7e+06	2336.3	1803.52	77.8763	
9.8e+06	2357.43	1871.09	78.9257	
9.9e+06	2128.47	1708.73	77.1009	
1e+07	2133.82	1659.57	84.9981	
1.01e+07	2181.27	1739.95	78.2585	
1.02e+07	2315.56	1785.35	86.2791	
1.03e+07	2414.24	1915.39	80.6087	
1.04e+07	2449.5	1964.91	88.5874	
1.05e+07	2216.58	1936.86	79.4487	
1.06e+07	2342.69	1902.63	81.6478	
1.07e+07	1996.85	1541.81	83.1678	
1.08e+07	2017.65	1484.94	86.2627	
1.09e+07	1997.18	1569.28	78.1589	
1.1e+07	2015.52	1597.82	86.1406	
1.11e+07	1773.81	1382.03	77.7419	
1.12e+07	1888.76	1476.45	79.5962	
1.13e+07	1749.96	1314.71	84.8254	
1.14e+07	1977.55	1626.97	82.3682	
1.15e+07	1916.65	1440.76	75.5339	
1.16e+07	2044.7	1577.49	78.466	
1.17e+07	2235.53	1799.15	81.598	
1.18e+07	2060.16	1564.05	82.1744	
1.19e+07	1989.31	1512.15	83.3815	
1.2e+07	1898.79	1495.79	87.5969	
1.21e+07	1869.79	1362.56	82.0381	
1.22e+07	1885.62	1440.12	79.6624	
1.23e+07	1941.73	1364.51	78.1087	
1.24e+07	1888.35	1330.81	84.7147	
1.25e+07	1814.46	1261.88	86.0766	
1.26e+07	1771.69	1264.47	82.6816	
1.27e+07	1728.44	1349.79	86.2711	
1.28e+07	1687.67	1271.98	81.1646	
1.29e+07	1600.66	1126.2	80.2665	
1.3e+07	1649.12	1215.03	85.8769	
1.31e+07	1690.39	1313.01	76.0957	
